"Data Source:","http://breachlevelindex.com/#!breach-database","Retrieved February 23, 2015",,,,,,
2521,"Vodafone",07/04/14,"Unknown","New Zealand","Retail","Accidental Loss","Identity Theft",1.3
2522,"St. Francis College",06/28/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2523,"FIFA World Cup security",06/26/14,2,"Brazil","Other","Accidental Loss","Account Access",1.3
2524,"Port Jefferson school",06/20/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2525,"WellSpan Health",06/10/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2526,"Mathilda Marks-Kennedy",06/02/14,"Unknown","United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.3
2527,"Student Loans Company Limited",05/28/14,"Unknown","United Kingdom","Education","Accidental Loss","Identity Theft",1.3
2528,"Giant Eagle",05/27/14,"Unknown","United States","Technology","Accidental Loss","Identity Theft",1.3
2529,"Hurley Medical Center",05/14/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2530,"Touchstone Medical Imaging",05/09/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2531,"MyGov health",05/07/14,"Unknown","Australia","Healthcare","Accidental Loss","Identity Theft",1.3
2532,"Dropbox",05/05/14,"Unknown","United States","Technology","Accidental Loss","Identity Theft",1.3
2533,"James Dean Pharmacy",04/24/14,"Unknown","Australia","Healthcare","Accidental Loss","Identity Theft",1.3
2534,"city's veterans service department",04/23/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2535,"Penryn College",04/19/14,"Unknown","United Kingdom","Education","Accidental Loss","Identity Theft",1.3
2536,"Lake Erie College of Osteopathic Medicine",04/14/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2537,"Solano County Department of Child Support Services",04/07/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2538,"Cole Taylor Mortgage",04/04/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2539,"Walmart App and Walgreens App",04/02/14,"Unknown","United States","Retail","Accidental Loss","Identity Theft",1.3
2540,"NCO Financial Systems, RevSpring",03/29/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2541,"North East's Flagship Hospital",03/28/14,"Unknown","United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.3
2542,"Jersey's Environment Department",03/27/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2543,"Yolo Frozen Yogurt",03/21/14,"Unknown","United States","Retail","Accidental Loss","Identity Theft",1.3
2544,"College Foundation of North Carolina",03/19/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2545,"Thamesview Estate Agents",03/13/14,"Unknown","United Kingdom","Other","Accidental Loss","Identity Theft",1.3
2546,"Wolf & Company's",03/11/14,"Unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2547,"California Correctional Institution",03/09/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2548,"Shoppers Drug Mart",03/04/14,5,"United States","Healthcare","Accidental Loss","Identity Theft",1.3
2549,"Angry Birds",03/04/14,"Unknown","United Kingdom","Technology","Accidental Loss","Identity Theft",1.3
2550,"Tyler Junior College",03/01/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2551,"Island Health",02/28/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2552,"Geisinger-Bloomsburg Hospital",02/24/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2553,"Blue Cross and Blue Shield of California",02/19/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2554,"Zevin Asset Management",02/18/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2555,"Massachusetts Society for the Prevention of Cruelty to Children",02/15/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2556,"PChome Online Inc",02/10/14,"Unknown","Taiwan","Technology","Accidental Loss","Identity Theft",1.3
2557,"Clinical Reference Laboratory",02/06/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2558,"Wintec",01/20/14,"Unknown","New Zealand","Other","Accidental Loss","Identity Theft",1.3
2559,"Freeman Company",01/20/14,"Unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2560,"The City of Burlington",01/09/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2561,"U.S. Office of Personnel Management (OPM)",01/04/14,"Unknown","United States","Government","Unknown","Identity Theft",1.3
2562,"QuizUp",11/26/13,"unknown","United States","Technology","Accidental Loss","Identity Theft",1.3
2563,"Cover Oregon",11/21/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2564,"USPS Menlo Park",11/18/13,"unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2565,"Georgia Department of Driver Services public",11/18/13,"unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2566,"Eastside Medical Center",11/18/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2567,"Clayton County",11/18/13,"unknown","United States","Retail","Accidental Loss","Identity Theft",1.3
2568,"AnMed Health, Health Port",11/18/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2569,"Christchurch public transport",11/15/13,"unknown","Australia","Other","Accidental Loss","Identity Theft",1.3
2570,"Tinglysningsretten",11/12/13,"unknown","Denmark","Other","Accidental Loss","Identity Theft",1.3
2571,"Fulton County",11/08/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2572,"The Fisherman's Restaurant",10/21/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2573,"Avira, AV firms', AVG",10/08/13,"unknown","Germany","Technology","Malicious Outsider","Nuisance",1.3
2574,"Standard Insurance",10/07/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2575,"NHC Oak Ridger",10/06/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2576,"Massachusetts Mutual Life Insurance, Clinical Reference Laboratory",09/16/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2577,"TD Bank",09/13/13,"unknown","United Kingdom","Financial","Accidental Loss","Identity Theft",1.3
2578,"AlliedBarton Security Services",09/09/13,"unknown","United States","Technology","Accidental Loss","Identity Theft",1.3
2579,"Lennox International",09/07/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2580,"Sentry Life Insurance, Department of Labor",09/06/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2581,"PLS Financial",09/04/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2582,"Black Country councils red-faced",08/30/13,"unknown","United Kingdom","Government","Accidental Loss","Identity Theft",1.3
2583,"Carol Milgard Breast Center",08/18/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2584,"Clinical Director of the National Maternity Hospital",08/05/13,"unknown","United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.3
2585,"Aberdeen City Council",08/02/13,"unknown","United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.3
2586,"Auburn University, School of Forestry and Wildlife Sciences",07/31/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2587,"City of Joburg",07/23/13,"unknown","South Africa","Government","Accidental Loss","Identity Theft",1.3
2588,"Utbrain",07/22/13,"unknown","United States","Other","Malicious Outsider","Nuisance",1.3
2589,"Daily Mail",07/18/13,"unknown","United Kingdom","Other","Accidental Loss","Identity Theft",1.3
2590,"Cleveland school administration",07/12/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2591,"Sylvan Learning Center",07/11/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2592,"Ruby Tuesday",07/11/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2593,"Alabama Title Loans",07/11/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2594,"Securities and Exchange Commission",07/08/13,"unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2595,"Stanford University",07/01/13,"unknown","United States","Other","Malicious Outsider","Nuisance",1.3
2596,"Lakeland",07/01/13,"unknown","United Kingdom","Other","Malicious Outsider","Nuisance",1.3
2597,"Exchange Commission transferred",06/30/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2598,"Bishop Verot High School",06/21/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2599,"Baltimore city",06/21/13,"unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2600,"Hertfordshire County Council",06/13/13,"unknown","United Kingdom","Government","Accidental Loss","Identity Theft",1.3
2601,"Behavioral Health Network, Inc",06/12/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2602,"Great Ormond Street Hospital for Children NHS Foundation Trust",06/06/13,"unknown","United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.3
2603,"Eldorado Apartments",06/04/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2604,"Banana Republic",06/04/13,"unknown","United States","Retail","Accidental Loss","Identity Theft",1.3
2605,"L. Frazier Banks Middle School",06/02/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2606,"ADP",05/30/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2607,"The city of South Beloit",05/29/13,"unknown","United States","Government","Malicious Outsider","Nuisance",1.3
2608,"Zalicus, Inc",05/28/13,"unknown","United States","Technology","Accidental Loss","Identity Theft",1.3
2609,"Polaris Industries",05/28/13,"unknown","United States","Technology","Accidental Loss","Identity Theft",1.3
2610,"Godiva Chocolatier, Inc",05/27/13,"unknown","United States","Retail","Accidental Loss","Identity Theft",1.3
2611,"Verizon",05/25/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2612,"Danish National Police",05/20/13,"unknown","United States","Government","Malicious Outsider","Nuisance",1.3
2613,"Department of State Hospitals",05/12/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2614,"HealthMarkets",05/10/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2615,"Buller District Council",05/05/13,"unknown","New Zealand","Government","Accidental Loss","Identity Theft",1.3
2616,"California Department of Public Health, Center for Family Health",04/29/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2617,"Erie County Social Services",04/24/13,"unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2618,"Erskine Family Dentistry",04/16/13,"unknown","United States","Healthcare","Malicious Outsider","Nuisance",1.3
2619,"Lakeshore Mental Health Institute",04/14/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2620,"Dept. of Family and Support Services",04/14/13,"unknown","United States","Healthcare","Malicious Outsider","Nuisance",1.3
2621,"Literacy Mid-South",04/13/13,"unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2622,"Westcoast Children's Clinic",04/03/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2623,"sacred art tattoo",03/14/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2624,"Torbay Hospital",03/13/13,"unknown","United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.3
2625,"Rollins",03/13/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2626,"Medamerica Insurance",03/13/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2627,"Chapman University",03/13/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2628,"Landmark Medical Supplies",03/10/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2629,"People Plus",03/01/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2630,"Sunshine Pharmacy",02/19/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2631,"Financial And News Organization",02/15/13,"unknown","South Korea","Financial","Malicious Outsider","Nuisance",1.3
2632,"Valic - Variable Annuity Life Insurance Company",02/13/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2633,"Tulsas Saint Francis Hospital",02/13/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2634,"TD Bank N.A",02/13/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2635,"Schneider Electric",02/13/13,"unknown","United States","Retail","Accidental Loss","Identity Theft",1.3
2636,"Med america",02/13/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2637,"Mass Mutual",02/13/13,"unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2638,"Inova",02/13/13,"unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2639,"cPanel",02/13/13,"unknown","United States","Technology","Malicious Outsider","Nuisance",1.3
2640,"Australian Government Department Of Defense",02/13/13,"unknown","Australia","Government","Accidental Loss","Identity Theft",1.3
2641,"Antioch Unified School District",02/13/13,"unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2642,"American Home Patient Inc",02/13/13,"unknown","United States","Healthcare","Malicious Outsider","Nuisance",1.3
2643,"Jea's",02/03/13,"unknown","United States","Financial","Malicious Outsider","Nuisance",1.3
2644,"Papa John's",02/08/15,1,"United States","Other","Malicious Insider","Nuisance",1.2
2645,"Greater Pittsburgh Police Federal Credit Union",01/13/15,"Unknown","United States","Government","Malicious Outsider","Identity Theft",1.2
2646,"Shutterfly",11/27/14,"Unknown","United States","Other","Malicious Outsider","Identity Theft",1.2
